Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/18/2021,6/30/2021,3/1/2021,3/17/2021,"$1,525,000","$1,500,000","$6,029.13",Ivy,60,Sld,15,98,4,,3,49.06,6,110,Attached,None,N5131490,"Covid Form Must Be Signed Before Appts Are Conf'd. La Related To Seller, Attach Disc, Sched B, 801 To All Offers W/24Hr Irrev. 7% Cert/Draft Deposit. Survey Avail. For Appt Requests After Hrs Pls Book Online Or Call La 416-616-8707.","Green Park Home Located In Friendly Neighbourhood. Tons Of Upgrades And Quality Workmanship In This Breathtaking 2760Sqft Family Home. Original Owner, Move In Condition, Floor Crown Moulding, Master Has His/Her Closets W/Ensuite Ceramic, Bay Window. 3 Car Garage, 6 Car Space, W/O From Kitchen To Backyard, W/O From Bsmt To Garage, Walk From Garage To Tool Shed. Large Cantina. Big Irregular Yard, Many Fruit Trees. Close To School And Church. See Virtual Tour.","2 Fridges, 2 Stoves (1 Gas, 1 Electric), Microwave, Elfs, All Window Coverings, Washer, Dryer, Water Softener, High Eff Furnace, Alarm System, Cvac, Intercom, Outside Camera, Cac, Shoe Rack, Brand New Freezer In Basement, Hwt(R)",60 Ivy Cres,L4A5A9,Whitchurch-Stouffville,Full,Unfinished
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,3/23/2021,8/31/2021,3/17/2021,3/22/2021,"$1,150,000","$1,250,500","$6,108.84",Jacob,76,Sld,5,109,3,1,3,59.06,4,125,Attached,None,N5155450,"Executors Selling Property And Chattels ""As Is"" Without Warranties Or Representations. Include Probate Clause, Schedule B & 501. Any Offers To Be Reviewed On March 22 At 4Pm. Register By 2Pm. Email To Rbcampbell@Trebnet.Com. Min 5% Cert Deposit. Covid Proced In Effect. No Survey.","Stunning!!! A Highly Sought After Large Bungalow In The Heart Of Stouffville. Spacious Open Plan Family Rm With Gas Fireplace. Walkout To Sunroom & Rear Deck. Large Master With Walk-In Closet & Ensuite. Formal Dining Room & Living Room. Large Eat-In Maple Kitchen + Extra Pantry. Spacious Basement Featuring A Large Rec Rm And A Nanny/In-Law Suite Complete With Eat-In Kitchen. So Many Extras: Hardwood & Ceramic, Crown Mouldings, Interlok Walk/Driveway.","Sunroom, Garden Shed, Landscaping, Interlocking Brick Driveway, 2 Electronic Garage Doors Openers, 2 Fridges, 2 Stoves, B/I Dishwasher, Central Vacuum, Water Softener, Central Air Cond, Hwt (R), Security & Inground Irrigation System(As Is).",76 Jacob Way,L4A1K8,Whitchurch-Stouffville,Apartment,Finished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/17/2021,6/1/2021,2/13/2021,2/16/2021,"$1,288,000","$1,370,000","$5,992.90",Jacob,32,Sld,3,106,4,,3,59.06,4,125,Built-In,None,N5115075,**Offers If Any To Be Presented Feb 16th At 3Pm** Seller Reserves The Right To Review & Accept Any Pre-Emptive Offers.Covid Protocols.Attach Schedule B & 801 To Offers. Buyer/Buyers' Agent To Verify All Measurements & Taxes. Send Offers To Bridget@Trentaduetorres.Com 3rd Agent.,"Fantastic Family Home In Desired Neighbourhood! Spacious 4 Bedroom 3 Bath Home W/Sought After Features Such As Main Fl Office, Main Fl Laundry, Main Floor Wainscotting, Hardwood Fls, 3 Gas Fireplaces & Don't Forget The Amazing Pool Size Mature Lot Approx. 60Ft Wide! Stunning Open To Below Views From Second Floor& Open To Above. Updated Kitchen & Bath, Backsplash, S/S Appls, Potlights Gallore. Walking Distance To Schools And Byers Pond,Memorial Park & Transit.","S/S Fridge, S/S Gas Stove, S/S Dw, S/S Microwve, Washer, Dryer, All Elf's, All Window Coverings, Gdo & Remotes. 3 Gas Fp's. Stained Glass Window. Excl: Dining Rm Light Fixture, Antique Clothes Hanger(Laundry), Hanging Stained Glass(Pwdr Rm)",32 Jacob Way,L4A1L1,Whitchurch-Stouffville,Full,Unfinished
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/1/2021,6/30/2021,2/25/2021,2/28/2021,"$849,000","$1,045,000","$3,992.85",James Mccullough,51,Sld,3,123,3,,3,24.61,3,89,Attached,None,N5128290,"**Pre-Emptive Offer Received, Will Be Reviewing Sunday February 28 @3Pm, Contact La If Interested. Mandatory Health & Safety Procedures In Place. Wear Masks, Seller Reserves Right To Review Pre-Emptive Offers W/24Hrs Irrev. Email To Peterkiriazopoulos@Gmail.Com.","Welcome Home!!! This Incredible Starlane Built Semi-Detached Home Boasts 3 Beds 3 Baths, Professionally Finished Basement, Upgraded Landscaping From Back To Front With Pad For Extra Parking And No Sidewalks. Enjoy Preparing Meals, Entertaining In Your Open Concept Layout And Retreat In The Evenings To Your Basement Rec Room For Family Movie Night. Centrally Located For Easy Access To All Amenities Stouffville Has To Offer!","S/S Fridge, S/S Stove, Hood Range, B/I Dishwasher, Washer & Dryer. Existing Elfs/Window Coverings.",51 James Mccullough Rd,L4A0Z3,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/8/2021,4/30/2021,1/29/2021,2/5/2021,"$998,000","$1,135,000","$4,782.73",James Ratcliff,164,Sld,7,114,4,,3,35.27,1,86,Attached,None,N5098072,"Any/All Inquiries Contact 3rd La: Lindsey Lumsden 416 268 4869/Lindsey@Trentaduetorres.Com. Offers Will Be Reviewed Friday, February 5th At 7Pm, Pls Review Attached Offer Instructions. Buyer/Buyer's Agent To Verify All Information. Seller Will Consider Strong Pre-Emptive Offers.","Beautifully Kept 4 Bedroom Home W/ A Luxurious Feel Throughout Finished Basement & No Backyard Neighbour! 9 Foot Ceilings On Main & Beautiful Upgrades Throughout Incl: Modern Kitchen W/ Quartz Countertops & Waterfall Island, Beautiful Stone Fireplace W/Custom Wood Mantle, All Updated Light Fixtures, All Bathrooms Upgraded. Professional Landscaping Front & Back. Completely Move-In Ready! This One Won't Last Long! See Virtual Tour & Attached List Of Upgrades!","Backing Onto Ravine & School. Ss Appl Incl. Wolf Stove. Washer&Dryer. Gdo. Hwt Rental. Excl: Black Chandelier In Dinrm, Fan/Basketball Light Fixture In Boy's Rm, Curtains In Kitchen & Family Rm, Larger Storage Shed In Side Yard, Nest Camera",164 James Ratcliff Ave,L4A0L6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/8/2021,2/1/2022,2/1/2021,2/5/2021,"$980,000","$1,300,000","$5,956.67",John Davis,259,Sld,4,133,4,,4,38.06,3,98,Attached,None,N5100190,"Fully Co-Operative Owner.Easy Showing. Pls Follow Covid Protocols. Flexible Closing. Offer Review Sunday Feb 07, Register By 4Pm. Seller Reserves Rights For Pre-Empetive. Attach Sch's, 801. Seller Appreciates Prepared Deposit. Pls Contact L/A With Any Questions.",Luxury Is An Experience*This Beautiful Home Is For Those Who Seek An Exceptional Life*Upgrades+Upgrades+Upgrades*Prestigious Newer Development*Meticulous Workmanship*9'C*Stone Counter Kit.Island.Bath.Laundry*Hardwood Flr Top2Bottom*Stained Kit Cabinets*B-Iron Deco Stairwell&Dble Dr*Generous Long List Of Inclusions: Wine Bar*Fam Bookshelf.Caesarstone Cabinet.Gas Frp*Shoe Cabinet X2*Organizer*Key Panel Hook*Wallshelf*Ecobee*Pre Tv-W*California Shutter*Zebra*Dpr,"All Stainless Steel Appl: Microwave, Dble Dr Drawers, Fridge W/Control Panel, Fan 6' Exhuast, Cooktop 5 Burners, Front Load Vrt Washer/Dryer*All Lite Fixtures, Plenty Potlight, Chandeliers&C Lights X9Pieces*S/S C-Fan.",259 John Davis Gate,L4A 1T5,Whitchurch-Stouffville,Full,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,1/14/2021,5/31/2021,1/9/2021,1/13/2021,"$899,000","$885,000","$4,000.00",Jonas Millway,7,Sld,4,98,3,,3,24.61,2,85,Built-In,None,N5080189,"Easy To Showing With Lock Box, Please Sign Covid 19 Disclosure Form Prior Showing. Offer Anytime! Thank You For Showing!","Well Maintained Semi Detached Executive Home. Functional Layout, Tastefully Designed, Bright & Spacious 3 Bedrooms With Huge Master Ensuite & Walk-In Closest. Lots Of Upgrades, Hardwood Flooring Throughout, Upgraded Kitchen W/Quartz Counter Top, Pantry, Over Size Great Room, Gas Fireplace, Extra Long Driveway With No Sidewalk. Direct Access To Garage. Close To All Amenities, School, Plaza, Shopping Malls, Go Station. Excellent School Zone.","All Elf, Stainless Steel Fridge, Stove, B/I Dishwasher & Range-Hood, Washer & Dryer. High Efficiency Gas Furnace, Central A/C, Water Softener, Hot Water Tank Is Rental. Existing Window Coverings, Pot Lights.",7 Jonas Millway,L4A0M4,Whitchurch-Stouffville,Full,Unfinished
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/19/2021,6/10/2021,3/10/2021,,"$899,000",,"$4,405.90",Jonas Millway,96,Ter,8,,4,,3,21.85,2,134,Attached,None,N5145137,Easy Lockbox Showings. Pls Attach Sch B And Offer Summary W/ All Offers. Buyer & Buyer Agent To Verify All Measurements & Taxes. Pls Email All Offers To Rajsharmahomes@Gmail.Com. Thank You!,"Location, Location! Rarely Offered 4 Bed/3 Bath Semi On Premium, Huge Pie Lot! Approx 2000 Sq Ft. Double Door Entry, Indoor Access To Garage, Oak Stairs, 9' Ceiling And Hardwood On Main Floor, R/In 3 Pc In Bsmt, Which Has Oversized Windows. Bamboo/Laminate On 2nd Flr, Master Has Ensuite W/Oversized Soaker Tub, W/In Closet. Kitchen W/O To Deck. Close To All Amenities - Library, Schools, Park, Go Train, Transportation. This Home Has It All!","All S/S Appliances: Fridge, Stove, Dishwasher, All Elf's, Washer, Dryer, All Window Coverings, Gdo W/ Remote, Central Ac, Water Softener (As Is), Cold Cellar, Hot Water Tank Is Rental. Please See Virtual/3D Tour In Link!",96 Jonas Millway,L4A0M5,Whitchurch-Stouffville,Full,Unfinished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/1/2021,4/15/2021,1/22/2021,1/28/2021,"$988,000","$990,000","$4,674.02",Jonas Millway,75,Sld,6,100,3,,4,34.15,2,85,Attached,None,N5092076,"**For Entry As In Yr1503506 Town Of Whitchurch-Stouffville Off Presentation Jan 28th 7Pm. Reg By 5. Seller Rsrvs Right To Review & Work W/Preemp Offers Sub801&Sched B W/Offers W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent To Verify All Taxes, Msrmnts & Prop Info.","Charming 3 Bedroom Home Nestled In The Community Of Byers Pond Boasting Approx 3000Sqft Of Living Space And A Spacious Layout. Fully Finished Basement W/Washroom, Laminate And Wired For Sound! Great Frontage W/No Sidewalk And 2nd Floor Laundry With Stylish Barn Door. The Perfect Family Home! Surrounded By Walking Trails, Top Rated Schools, Parks And All Amenities!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, All Elfs, All Window Coverings, Gdo, In Wall Wired Speakers - Bsmt, Hwt (Rental) Excl Water Softener",75 Jonas Millway,L4A 0M5,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/5/2021,4/14/2021,1/28/2021,2/4/2021,"$988,000","$1,050,888","$4,797.22",Jonas Millway,72,Sld,7,106,3,,4,34.15,2,85,Attached,None,N5097157,"**Entry As In Yr1496478 Town Of Whitchurch-Stouffville. Covid Protocols. Sub 801 & Sched B W/Offers W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent To Complete Due Diligence And Verify All Taxes, Msrmnts & Prop Info.","Spacious 3 Bedroom Home With Amazing Curb Appeal! Finished Walkout Basement With Potlights, Laundry, Washroom And Sliding Door Access To The Landscaped Backyard! Main Features 9' Ceilings, Rich Dark Hardwood And Spacious Layout. Large Deck Off Breakfast Area With Box For Outdoor Tv And Access To The Backyard Below. Landscaped Front, Side And Back! In An Amazing Family Friendly Neighbourhood And Close To All Amenities!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, All Elfs, All Window Coverings, Gdo, In Wall Wiring For Speakers - Family And Bsmt, Hwt (Owned) Water Sftnr, Reverse Osmosis Excl Tesla Hub & Wood Storage Shed",72 Jonas Millway,L4A 0M5,Whitchurch-Stouffville,Fin W/O,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/15/2021,5/1/2021,3/1/2021,3/14/2021,"$1,099,000","$1,240,000","$4,971.14",Joseph Todd,46,Sld,13,113,3,,3,37.27,2,104,Attached,None,N5131590,"Flexible Closing. 5% Dep W/ Cert Cheq.Buyer & Buyer's Agent To Conf Measurements. Pls Follow Covid Protocols. Email Offer To Emily.S@Century21.Ca, Pls Attach Form 801 And Sch B","Gorgeous!! Full Brick, 9 Ft Ceiling, Dbl Door Entry, Finished Basement, Spotlights & More. Hardwood & California Shuttrs Thru-Out. Mdrn Kitchen W/ S/Steel Appliances. Walk To School, Park, & Library. Mins To Go Stn, 404 & 407. Excellent School Zone.","Potlights, Calif Shuttrs, Water Softener, S/S Appliances. Fenced Backyard. Fully Landscaped In 2020.",46 Joseph Todd Rd,L4A0W9,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/18/2021,4/30/2021,1/29/2021,2/17/2021,"$988,000","$1,065,000","$4,623.72",Juglans,50,Sld,19,108,3,1,3,21.93,2,0,Built-In,None,N5097615,"Lb For Easy Showing ,Offers Any Time ,W/Sche B And 801 Send To Newhouse1234@Yahoo.Ca , ;Min 5% Dep,. Buyer & Agent To Verify Property Tax & All Measurements. Follow All Covid Guidelines And Wear Masks.","Wood Stairs &Floor Through Out ,3+1 Good Sized Bedrms , Outstanding Home In Stouffville! A Great Flrplan:, Large Eat-In Kitch Open To Fam Rm, H/Wood,, Above-Ground Bright Bsmt W/4 Windows . Long Driveway W/No Sidewalk For Extra Prking, Large Deck In Byard, Very Deep Pie-Shaped Lot, Is One Of The Largest In The Area!","All Elf, Appls (Fridge, Gas Stove, D/Washer, Washer&Dryer), All Window Coverings, Auto Gar Dr Opener, Furnace, Ac, Cen Vac Rough-In, Hwt Is Rent, No Survey.",50 Juglans Cres,L4A1S5,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/18/2021,4/30/2021,2/8/2021,2/17/2021,"$999,000","$1,280,000","$5,217.00",Juglans,113,Sld,9,128,4,,4,36.09,3,90,Attached,None,N5107988,Vacant. Must Obey Attached Covid Showing Protocol. Offer Will Be Reviewed On Feb 17th Via Email To:Sue.Realtor@Smartsoldrealty.Ca. No Pre-Emptive Offer Thank You. Attach Sch B &801.Buyer/Buyer Agent To Verify All Info & Tax.,"Gorgeous Sun-Filled Detached Home 4 Br+4 Bath W/ Finished Bsmt On A Quiet Street In Stouffville! $$$ Upgrades: Unilock Interlocked Front&Backyard, Hdwd Fl & Potlights T/O, Stairs With Iron Pickets, Dbl Dr Entry, Gas Fire Place Kit W/Maple Cabinets, Centre Island, Granite Countertop& French Door W/O To Yard. Spacious Master Br W/I Closet & 5Pc Ensuite. 8 Min Drive To Hwy 48. Steps To Parks, Schools, Plazas, Gas Station, Restaurant, Gold Club, Transit & All!","S/S Fridge, Stove, Hood Fan, Dishwasher. Water Softener, Drinking Water System. Alarm System. Gdo & Rmte, Cac, Washer/Dryer, All Wndw Cvrings & Elf ,Hwt Rental.",113 Juglans Cres,L4A 1S5,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/20/2021,8/31/2021,3/6/2021,3/19/2021,"$1,280,000","$1,250,000","$5,130.55",Kartok,19,Sld,12,98,4,,4,36.12,4,128,Built-In,None,N5140270,"Lb For Ez Showing, Offer Will Be Reviewed On Mar. 15 @6Pm By Email.Mingrenrealty@Gmail.Com Pls Register By 3 Pm. Attach Schedule B, Form 801. 5% Deposit Must Be Certified Cheque Or Bank Dft; Taxes & Measurements & Easement To Be Verified By Buyer & Buyer's Agent.","Beautiful 4 Bedroom House In Premium Lot With 120 Feet In Length.9 Ft Ceiling,Kitchen With Ceramic Backsplash, Quartz Countertop,Stainless Steel Appliances,Gas Connection Installed For Future Gas Stove.French Door To Backyard.Hardwood Floor Main & 2 Level.Public School,Catholic And Stouffville Secondary School Are In Walking Distance.Close To Shopping,Go Train,Community Center And Park.No Side Walk;","Brand New Light Features. Existing S/S Fridge,Stove,B/I Microwave,B/I Dishwasher,Washer&Dryer(Front Load)Central Vacuum And Attachment.All Elf's.All Window Coverings And Water Softener. New Reno Bsmt:2018;New Hd Wood Floor 2018;New Deck2017",19 Kartok Ave,L4A0R2,Whitchurch-Stouffville,Finished,Full
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/19/2021,6/11/2021,2/11/2021,2/14/2021,"$848,000","$861,000","$4,427.57",Kellington,78,Sld,3,102,3,,3,25.26,2,90,Built-In,None,N5112988,"Offers Anytime W/ 24Hr Irr To Rob@Paulnusca.Com. Pls Attach Sch B & 801 To Offer. No Open Houses/Dble Bookings. Note: Please Make Deposit Cheques/Drafts Out To ""Bhhs West Realty"". Property Is Tenanted Month To Month. Showings Mon-Fri After 5Pm, Anytime Sat/Sun.","Beautiful 3 Bed, 3 Bath Townhouse Ideally Located In A Fast Growing Family Community. Functional Living Space W/ An Oversized Master W/ W/I Closet & 4Pc Ensuite. Gorgeous Sun Filled W/O To Deck From Kitchen. S/S Appliances. Near To All Amenities School, Shopping Centre And Transit.","New Fence (2018), Water Softener, Refurbished Ac (2020) & Smart Thermostat (Ecobee).Prime Stouffville Community. Located A Short Drive Away From The Go Station, Walking Trails, Golf Course, Coffee Shops And Restaurants.",78 Kellington Tr,L4A1X6,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/26/2021,6/1/2021,2/25/2021,,"$1,628,800",,"$6,123.33",Ken Wagg,52,Ter,28,,4,1,5,87.73,4,133,Built-In,None,N5128597,See Attached Features Sheet & Survey Attached. 2Hr Notice For Appts. Pls Attach Schedule B & Form 801 To Offers. Buyer & Buyer's Agent To Verify All Msmnts & Taxes. Offers To Bridget/Adele At Bridget@Trentaduetorres.Com (3rd Listing Agents).,"Not Your Typical Subdivision Home! Customised Home On Huge Premium Pie Shaped Lot Provides A Spectacular Huge Backyard. This Hm Has Been Customized & Upgraded Everywhere.9 Ft Ceilings,Crown Moulding And Hardwood Throughout.Potlights And Smooth Ceilings.Perfect Spacious Bedrooms. Features 3 Lavish Upstairs Bathrooms W/ Marble. A Fully Finished Basement With Private Sep.Entrance Ideal For A Nanny Suite Or Bsmnt Apt. Main Flr Laundry","S/S Fridge, S/S Stove, S/S Dishwasher, Dbl Oven,Pantry, All Elf's,Window Coverings,Central Vac, Washer, Dryer,H20 Softener, Gdo Remotes.2 Fireplaces,Custom Shed,Tv Bracket, Conduits For Wires. Kitchen R/I In Bsmnt. Upgrades Galore.",52 Ken Wagg Cres,L4A0J7,Whitchurch-Stouffville,Finished,Sep Entrance
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/2/2021,3/31/2021,1/27/2021,2/1/2021,"$838,000","$910,000",$0.00,Lageer,167,Sld,5,109,3,,3,6.1,1,30,Attached,None,N5095190,Offers Any Time With 24 Hour Irrevocable. Taxes Not Yet Assessed By Mpac New Build: Assessment Roll Number (Arn) Not Yet Available Wear Gloves & Masks. Showings Max 2 Buyers & 1 Agent. Attach Disclosure And Schedule B To All Offers.,"Never Lived In! Brand New Freehold Townhouse With Walk-Out Basement! Located In A Lovely Residential Neighbourhood. This Well Appointed Home Is Equipped With Great Features & Upgrades, 9' Ceilings (Approx) On Main Floor, Upgrades Include: Pot Lights (Main) Ceaser Stone Counter Tops In Kitchen; 13"" X 13"" Floor Tiles & Hardwood Floors On Main Floor. Near Stouffville Go, Parks, Trails, Schools. Lot 76-4. Don't Miss This One!",Tankless Water Heater Is Rented. Property Is Under Tarion Warranty.,167 Lageer Dr,L4A4V2,Whitchurch-Stouffville,Unfinished,W/O
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/26/2021,7/31/2021,2/10/2021,2/26/2021,"$999,900","$1,000,000","$4,710.25",Lageer,316,Sld,16,100,3,2,4,29.86,2,102,Built-In,None,N5111643,"Offers Welcome Anytime. L/Box For Easy Showings. 2 Hours Advance Notice. Seller & Agent Do Not Warranty Retrofit Status Of Basement, Size And Taxes. Buyers And Their Agents Verify On Their Own. Email Offers To Parminder.Singh@Zolo.Ca With Schedule B & Form 801.","Immaculate Detached All Brick Home With 9 Feet Ceiling, Modern Open Concept Layout Throughout, 3 Bedroom With Master En-Suite Having Roman Tub And Separate Shower And Walk-In Closet, Hardwood Floor On Main, Oak Stairs, Fully Fenced Backyard. Finished Basement With 2 Bedrooms, Full 3 Piece Bathroom And Kitchenette. Close To School, Park And Amenities.","Ss Fridge, Ss Gas Stove, Ss B/I Dishwasher, Washer & Dryer, All Elfs, Central A/C, All Window Coverings. Hot Water Tank Is Rental.",316 Lageer Dr,L4A0X2,Whitchurch-Stouffville,Apartment,Finished
Detached,Bungalow-Ra...,Whitchurch-Stouffville,Stouffville,3/26/2021,6/30/2021,3/10/2021,3/25/2021,"$939,000","$1,050,000","$4,228.00",Loretta,323,Sld,14,112,3,1,2,60.54,4,119,Built-In,None,N5147077,Hot Water Tank Is Rental (Buyer To Assume) Offers( If Any)Will Gratefully Reviewed At 7Pm Wed March 17th. Please Register By 5Pm.No Preemptive Offers.Covid 19 Protocols In Affect. Email All Offers To Johnwhiterealtor@Gmail.Com Please Attach Form 801 And Schedule B To All Offers.,"3 +1 Bdrm Raised Bungalow On One Of The Most Sought After Streets In Stouffville. Great 60X119 Lot Features Include 450 Sq Ft Sun Deck Off Dining Room, Hardwood Floors,Chefs Kitchen,Both Gas Fireplace And Wood Stove,Professionally Finished Basement. This Home Is Meticulously Cared For. Bungalows Of This Quality Are Rarely On The Market.","Fridge,Stove,Washer,Dryer, Dishwasher,Bar Fridge,Chest Freezer,Electric Fireplace, Built-In Microwave, Air Conditioning, Gas Burner And Related Equipment. All Electric Light Fixtures,All Window Coverings,Raised Garden,Storage Shed.",323 Loretta Cres,L4A6K8,Whitchurch-Stouffville,Finished,Full
Detached,Sidesplit 3,Whitchurch-Stouffville,Stouffville,3/30/2021,7/30/2021,3/9/2021,3/30/2021,"$950,000","$925,000","$4,975.08",Loretta,395,Sld,20,97,8,,4,78.28,6,98,None,None,N5142881,"Please Be On Time For All Showings, Please Email All Offers To Derek.H@Rogers.Com W/24Hrs Irrev. Home Is Sold In Asis Condition","Ideal Location To Own This Large Sidesplit With 3 Apartments On A Large 78.28 X 101.78Ft Treed Lot Close To Main Street, Transportation And Schools. All Apartments Are Above Grade Consisting Of Two 3Bdrm Apartment And One 2Bdrm Apartment, Three 4 Piece Washrooms, Main Has Combined Liv/Din W/Hrdwd Open To Kitchen And W/O To Deck. R/I Washroom In Bsmnt Great Investment","All Light Fixtures, All Window Coverings, Central Air, 2 Sheds, 2 Fridges, 2 Stoves, Washer Dryer, Parking For 6 Cars, Vendor Does Not Warrant Retrofit Status Of Apartments, (Upper- Bdrm 3.01X2.65 And 2Br-4.22X3.07)Laundry In Lower Basement",395 Loretta Cres,L4A7G3,Whitchurch-Stouffville,Finished,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/19/2021,7/27/2021,3/10/2021,3/15/2021,"$999,900","$1,065,000","$5,500.13",Lori,183,Sld,4,107,4,,3,42.03,2,94,Attached,None,N5144646,"Offer Review Mon Mar 15 @7Pm.Pls Send Offers To Lynn.Raithby@Century21.Pre-Emptive Offers Welcome.24Hr Notice.Showings Thurs/Fri 3-7,Sat/Sun 11-6,Mon 1-5. 2 Adults+Agent At Showings.Buyer/Buyer Agent To Verify Measurements & Details Follow Covid Protocols.Pls Add Sch B & Form 801","Lovely 4 Bedroom Fairgate Home Located In One Of The Most Sought After Areas In Stouffville. This Home Offers A Spacious Living/Dining Room Combination; A Bright West-Facing Kitchen/Breakfast Area W Walk Out To Patio; Cozy Family Room W Fireplace And W/O From Laundry To Over-Sized Double Garage. This Home Has So Much To Offer. Within Walking Distance To School, Daycare, Shopping And Main Street.","Included In: Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Cvac, Freezer In Basement **Whitchurch-Stouffville;S/T Rt For 5 Yrs From 1999/08/16 As In Lt1389854",183 Lori Ave,L4A 1K2,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/4/2021,5/30/2021,3/3/2021,3/3/2021,"$1,288,800","$1,440,000","$5,507.00",Lost Pond,58,Sld,0,112,4,1,5,36.06,4,0,Built-In,None,N5135656,Offers To Be Reviewed Monday March 8th At 5Pm. Please Reg. By 4Pm. Attach Sched.B & 801 W/Offer To Gennuso.Adrian@Gmail.Com. Seller Willing To Review Preemptive Offers At Anytime. Please Follow All Covid Protocols. See Attachments. La Related To Sellers-Pls Bring Disclosure.,"Absolutely Stunning 4+1 Bdrm Home On Wide 80Ft Premium Rear Lot O/Looking Byers Pond In Stouffville! Bright Inviting Family Home Boasts An Upgraded Eat-In Kitchen Featuring Quartz Counters,A Gorgeous Extra Lrg Island W/Built-In Pot Drawers, Gleaming Carrera Marble Backsplash & A W/Out To A 2 Tiered Composite Deck W/Beautiful Direct Views Of The Pond And Tranquil Greenspace. Spacious Open Concept Layout,9'Ceilings Oak Hrdwd Flrs & Bright Wainscoting Throughout","Generous Mstr Bdrm Awaits W/Lrg 4Pcs Ens,W/In Clst & W/Out To Upr Balcony! Juliet Bthrm Adjoins 2 Of The 3 Othr Bdrms. Classy Lght Fxtrs & Cali Shutrs.Fin Bsmt 2 Potential Office/Work Spaces And Comfy Rec Room.Close To Trails,Park & Schools",58 Lost Pond Cres,L4A0R4,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/5/2021,4/5/2021,10/5/2020,2/4/2021,"$799,000","$730,000","$9,492.20",Main,6391,Sld,122,91,1,1,2,27.5,5,265,None,None,N4941071,"Legal Descrp: **R458915; T/W R458915; Whitchurch-Stouffville. Attach Sched B. Please Allow 48 Hours Irrevocable. Seller's Business In Operation. Showings Only Fri/Sat After 5:00Pm, All Day Sun/Mon. Do Not Go Direct! Do Not Talk To Staff.","Commercial Building On Main St. Stouffville With 2nd Floor 1 Br + Den Apartment With Separate Hydro & Entrance. Lots Of Parking Behind Building On 265 Foot Lot. Great Opportunity To Run Your Business On 1st Floor & Collect Rent From Second Floor. Or Rent Out Both Floors As An Investment. 2nd Flr, 2nd Reno (2018) For Apartmt.","2nd Flr Apt:New Flring, New Kit W/ New F, S, W, D & Dw, New 3Pc Bath. Gutted To Outside Walls (2008), Wiring, Plumb, Insul (Spray Foam In Upper Lev/Roof), New Furnace/Ac, New Roof, Soffits & Eave Troughs. Mpac Re-Assessing To Lower Taxes.",6391 Main St,L4A 1G4,Whitchurch-Stouffville,Other,
